GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_003E,S0101_C01_004E,S0101_C01_005E,S0101_C01_006E,S0101_C01_007E,S0101_C01_008E,S0101_C01_009E,S0101_C01_010E,S0101_C01_011E,S0101_C01_012E,S0101_C01_013E,S0101_C01_014E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E
0500000US01065,"Hale County, Alabama",14995,943,827,1048,1108,908,844,806,1035,571,853,1184,923,1235,1017,566,432,373,322
0500000US01067,"Henry County, Alabama",17110,920,897,1105,992,1073,784,815,1185,1016,1075,1153,1261,1246,1146,1019,646,343,434
0500000US01069,"Houston County, Alabama",104108,6374,6657,7186,6452,6201,6858,6713,6093,6938,6628,7236,7298,6271,5846,4141,3102,2173,1941
0500000US01071,"Jackson County, Alabama",52326,2761,3285,3142,3210,2912,2913,2835,3095,3475,3519,3726,4012,3633,3537,2398,1735,1238,900
0500000US01073,"Jefferson County, Alabama",659460,42783,43092,41136,41579,43822,48650,46208,42672,40813,40576,44222,45746,41664,32868,21960,16584,12494,12591
0500000US01075,"Lamar County, Alabama",14021,677,935,891,869,711,729,772,646,922,911,1013,1134,922,890,690,634,374,301
0500000US01077,"Lauderdale County, Alabama",92590,4743,5657,4901,6113,8008,5519,5278,4660,5658,5753,6281,6567,5969,5235,4732,3285,2149,2082
0500000US01079,"Lawrence County, Alabama",33288,1836,2141,2031,1963,1947,2041,1911,2001,2043,2294,2693,2677,2103,1954,1524,912,729,488
0500000US01081,"Lee County, Alabama",156597,9283,9190,9602,13532,22538,12059,10395,9377,9544,9188,9155,8221,7677,6534,3993,3130,1766,1413
0500000US01083,"Limestone County, Alabama",91695,5363,5531,6372,6152,5251,5565,6357,6069,6449,6798,7079,6310,5264,4254,3652,2340,1643,1246
0500000US01085,"Lowndes County, Alabama",10362,648,542,780,611,716,672,593,536,544,650,794,795,680,579,461,408,177,176
0500000US01087,"Macon County, Alabama",19358,941,988,900,1985,2264,1143,907,960,873,1038,1237,1268,1414,1180,891,538,396,435
0500000US01089,"Madison County, Alabama",353213,20661,21015,23125,23817,24839,24998,23587,21789,21226,24328,28313,25475,20659,16163,12236,8739,6765,5478
0500000US01091,"Marengo County, Alabama",19743,1195,1104,1415,1422,1050,1235,1048,1095,1167,1236,1345,1307,1436,1103,934,811,562,278
0500000US01093,"Marion County, Alabama",30058,1540,1622,1976,1871,1643,1727,1530,1580,2058,2045,2237,2033,2055,1879,1608,1246,587,821
0500000US01095,"Marshall County, Alabama",94738,6367,6347,6809,6230,5737,5962,5641,5524,6307,5892,6453,6003,5772,5227,4156,2958,1783,1570
0500000US01097,"Mobile County, Alabama",414328,27144,26848,27821,27517,29120,29830,26662,25197,24432,25348,28378,27928,26225,21707,15184,10510,7174,7303
0500000US01099,"Monroe County, Alabama",21745,1284,1262,1544,1514,1347,1113,1092,1278,1171,1423,1516,1665,1488,1263,1096,703,544,442
0500000US01101,"Montgomery County, Alabama",227120,15331,15512,14258,15205,17496,17284,15722,14109,14425,13635,14816,15113,13010,10736,7186,5957,3712,3613
0500000US01103,"Morgan County, Alabama",119157,7043,8153,7365,7534,6968,7324,7307,7803,7429,8183,8744,8565,7363,6570,4811,3317,2384,2294
0500000US01105,"Perry County, Alabama",9680,561,455,755,1049,1002,220,412,736,407,400,658,747,487,631,404,276,232,248
0500000US01107,"Pickens County, Alabama",20170,1120,1024,1243,1316,1226,1292,1247,1220,1082,1352,1584,1490,1332,1241,829,604,460,508
0500000US01109,"Pike County, Alabama",33287,1855,1888,1726,2888,5273,2709,1680,1607,1805,1679,1817,1919,1697,1405,1369,985,565,420
0500000US01111,"Randolph County, Alabama",22530,1257,1446,1334,1605,1294,1081,1153,1293,1513,1352,1567,1506,1700,1530,1039,913,497,450
0500000US01113,"Russell County, Alabama",58480,4315,4642,3386,3399,4028,4862,4319,3398,3880,3657,3906,4008,3093,2518,2035,1284,978,772
0500000US01115,"St. Clair County, Alabama",86937,5182,5094,6319,5011,5083,5327,5773,5544,6101,6262,6246,6052,5467,4956,3188,2338,1858,1136
0500000US01117,"Shelby County, Alabama",208721,12494,14141,14753,14071,11999,12629,13850,14840,15027,14958,14938,13411,13039,10688,7172,5224,2989,2498
0500000US01119,"Sumter County, Alabama",13084,689,749,677,1234,1491,947,527,661,607,672,825,1000,854,638,506,364,370,273
0500000US01121,"Talladega County, Alabama",80888,4336,4851,5239,5067,5292,5089,4824,5167,5124,5614,5590,5853,5461,4681,3424,2268,1624,1384
0500000US01123,"Tallapoosa County, Alabama",40756,2217,2611,2303,2675,2341,2142,2158,2064,2388,2620,2941,3290,2906,2588,2340,1256,1082,834
0500000US01125,"Tuscaloosa County, Alabama",204424,12242,11839,11735,19534,23929,16650,13152,12518,11720,11155,11708,11816,11688,8293,6374,3864,3001,3206
0500000US01127,"Walker County, Alabama",64927,4017,3917,3960,4009,3827,3967,3597,3340,4407,4246,4711,4543,4532,3658,3390,2112,1489,1205
0500000US01129,"Washington County, Alabama",16746,607,763,1681,1189,899,771,1078,761,1040,1014,1656,1184,1210,966,777,602,374,174
0500000US01131,"Wilcox County, Alabama",10919,548,568,1028,837,696,624,567,493,746,655,673,733,806,682,432,282,307,242
0500000US01133,"Winston County, Alabama",23968,1204,1357,1571,1357,1224,1280,1316,1174,1584,1638,1782,1906,1637,1619,1335,921,547,516
0500000US02013,"Aleutians East Borough, Alaska",3338,96,115,141,162,269,244,234,237,245,386,458,241,236,158,51,28,13,24
0500000US02016,"Aleutians West Census Area, Alaska",5784,246,371,233,283,504,533,501,424,470,511,565,436,388,167,92,37,13,10
0500000US02020,"Anchorage Municipality, Alaska",298225,22025,20097,19953,18751,25089,27283,24367,21038,17205,18526,19950,20333,15460,11256,7355,4201,2665,2671
0500000US02050,"Bethel Census Area, Alaska",17957,1885,1818,1680,1575,1421,1471,1217,1029,921,934,1043,881,815,507,395,171,111,83
0500000US02060,"Bristol Bay Borough, Alaska",917,48,52,66,53,48,48,49,56,71,67,98,97,75,31,24,17,11,6
0500000US02068,"Denali Borough, Alaska",2303,81,67,113,134,318,154,163,155,126,178,164,169,307,88,28,45,13,0
0500000US02070,"Dillingham Census Area, Alaska",4974,486,434,383,390,405,384,329,355,196,259,303,349,299,158,98,77,39,30
0500000US02090,"Fairbanks North Star Borough, Alaska",100031,7830,7072,5877,6330,11069,10255,8082,6141,5942,5574,5910,5999,5291,3979,2135,1209,867,469
0500000US02100,"Haines Borough, Alaska",2537,165,118,136,146,105,172,171,132,123,145,177,220,157,376,111,33,41,9
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2146,113,119,69,78,116,94,100,135,99,172,187,219,237,185,112,50,41,20
0500000US02110,"Juneau City and Borough, Alaska",32434,1929,2038,1860,2043,2218,2423,2312,2247,2168,2150,2569,2570,2228,1723,861,494,240,361
0500000US02122,"Kenai Peninsula Borough, Alaska",57961,3661,3516,3786,3713,3325,3588,3596,3433,3415,3514,4280,4980,4577,3700,2146,1075,871,785
0500000US02130,"Ketchikan Gateway Borough, Alaska",13745,849,864,815,818,885,921,917,924,763,929,1056,1053,1090,744,490,248,189,190
0500000US02150,"Kodiak Island Borough, Alaska",13773,1101,1082,865,993,764,1357,1163,860,900,895,845,1033,708,626,265,199,81,36
0500000US02158,"Kusilvak Census Area, Alaska",8129,1013,860,862,779,692,764,501,379,348,435,395,427,235,184,96,76,69,14
0500000US02164,"Lake and Peninsula Borough, Alaska",1301,87,108,103,91,123,102,97,84,62,71,88,96,91,31,33,16,10,8
0500000US02170,"Matanuska-Susitna Borough, Alaska",101135,7400,7456,8113,7062,6550,6847,7242,6935,6368,6488,7115,7201,6140,4136,2928,1582,943,629
0500000US02180,"Nome Census Area, Alaska",9869,979,995,904,789,759,836,672,559,538,502,602,583,432,271,239,101,70,38
0500000US02185,"North Slope Borough, Alaska",9757,741,709,642,588,587,749,955,594,522,641,833,1039,562,246,181,105,43,20
0500000US02188,"Northwest Arctic Borough, Alaska",7715,794,832,664,647,683,660,534,413,388,383,473,393,292,205,128,123,49,54
0500000US02195,"Petersburg Borough, Alaska",3275,218,196,222,187,273,137,170,179,217,216,216,266,230,211,160,83,33,61
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",6473,388,437,453,407,333,413,376,340,389,447,541,568,486,347,289,142,82,35
0500000US02220,"Sitka City and Borough, Alaska",8810,450,578,612,548,454,636,631,636,582,525,647,682,604,407,325,171,165,157
0500000US02230,"Skagway Municipality, Alaska",1038,41,39,30,49,50,50,130,89,86,89,93,117,58,53,34,20,5,5
0500000US02240,"Southeast Fairbanks Census Area, Alaska",6889,499,495,570,469,383,535,408,343,467,449,473,542,416,411,171,129,65,64
0500000US02261,"Valdez-Cordova Census Area, Alaska",9439,552,750,583,503,659,730,566,375,720,647,765,799,672,639,259,135,28,57
0500000US02275,"Wrangell City and Borough, Alaska",2475,113,110,162,146,87,136,140,104,98,198,153,272,201,162,103,183,83,24
0500000US02282,"Yakutat City and Borough, Alaska",682,48,35,47,29,43,54,38,54,46,32,67,47,47,41,22,20,2,10
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5453,429,461,377,390,346,380,359,316,264,278,370,425,373,290,177,97,70,51
0500000US04001,"Apache County, Arizona",71602,5131,5578,5967,6225,4935,4594,4008,4061,3700,4087,4740,4469,4220,3566,2364,1830,1083,1044
0500000US04003,"Cochise County, Arizona",126516,7762,8002,7628,7927,7688,8371,8023,6934,6597,6995,7791,7567,9406,8741,6235,5048,3315,2486
0500000US04005,"Coconino County, Arizona",138639,7991,8193,8414,15457,17762,10169,8560,8234,6780,7185,8079,8620,7762,5819,4146,2550,1557,1361
0500000US04007,"Gila County, Arizona",53145,3033,3002,3048,2716,2714,2602,2451,2023,2498,2803,3374,4129,4397,4565,3873,2613,1979,1325
0500000US04009,"Graham County, Arizona",37700,2836,2868,2884,2846,2916,2963,2711,2550,2213,2183,2016,1781,2084,1510,1276,909,611,543
0500000US04011,"Greenlee County, Arizona",9368,689,696,779,744,626,670,680,561,624,513,593,562,525,275,241,253,232,105
0500000US04012,"La Paz County, Arizona",20477,943,1049,926,1031,992,710,855,746,775,990,1032,1245,1544,1806,2130,1799,1256,648
0500000US04013,"Maricopa County, Arizona",4155501,277362,288625,291300,282478,285123,305479,290772,272286,275411,268519,265802,243810,221890,194809,146831,104280,69550,71174
0500000US04015,"Mohave County, Arizona",204691,9199,10036,11272,10479,9775,10495,9811,9274,9713,11075,13646,16357,16203,18423,15095,11368,7228,5242
0500000US04017,"Navajo County, Arizona",107902,7931,8366,8357,8315,6697,6723,6090,6101,5368,5890,6744,7053,6717,5762,4973,3326,1853,1636
0500000US04019,"Pima County, Arizona",1007257,59164,60985,60725,68717,90677,63250,61617,58964,55573,56363,61345,64063,63094,58277,45468,34068,22816,22091
0500000US04021,"Pinal County, Arizona",405537,24808,28248,28079,25263,22775,25704,27873,27919,25987,22834,22871,23090,24510,26158,21251,14526,7954,5687
0500000US04023,"Santa Cruz County, Arizona",46358,3296,3902,3422,3767,3094,2456,2360,2470,2646,2712,2878,2825,2958,2536,1963,1339,983,751
0500000US04025,"Yavapai County, Arizona",220972,9507,10716,10947,11493,10175,10119,9977,9244,10277,11280,14612,17498,21220,20741,17480,11525,7046,7115
0500000US04027,"Yuma County, Arizona",204281,15105,14619,14545,14881,17548,14708,13013,10306,11877,11053,10905,9982,9796,9611,9007,8644,5268,3413
0500000US05001,"Arkansas County, Arkansas",18352,1196,1197,1004,1275,958,1046,1162,1179,1002,1091,1244,1305,1372,1112,770,631,424,384
0500000US05003,"Ashley County, Arkansas",20771,1114,1699,1195,1289,1308,1040,1071,1366,1147,1381,1505,1562,1216,1314,976,793,387,408
0500000US05005,"Baxter County, Arkansas",41093,1756,2218,2008,1886,1635,2066,1897,1900,1901,2240,2708,2899,3451,3584,3267,2620,1790,1267
0500000US05007,"Benton County, Arkansas",251823,18132,18682,20171,16790,14643,17464,19398,18002,17596,16382,15584,14363,11950,10640,8381,5570,4410,3665
0500000US05009,"Boone County, Arkansas",37212,2256,2319,2395,2281,2064,2187,2049,2100,2268,2263,2710,2511,2459,2250,1909,1398,813,980
0500000US05011,"Bradley County, Arkansas",10994,691,918,587,763,505,641,616,663,612,698,803,672,807,597,476,430,255,260
0500000US05013,"Calhoun County, Arkansas",5194,294,336,211,289,345,298,231,349,239,322,451,393,344,349,235,181,216,111
0500000US05015,"Carroll County, Arkansas",27782,1531,1713,1872,1655,1462,1353,1477,1342,1630,1604,1817,2329,2017,2207,1524,1019,626,604
0500000US05017,"Chicot County, Arkansas",11008,678,819,572,754,474,626,607,529,678,752,754,930,718,688,408,420,343,258
0500000US05019,"Clark County, Arkansas",22495,1178,1160,1245,2521,3205,1200,924,985,1458,1184,1326,1109,1493,1211,695,620,454,527
0500000US05021,"Clay County, Arkansas",15190,862,843,998,954,866,798,774,892,878,1002,1052,1146,953,927,842,571,429,403
0500000US05023,"Cleburne County, Arkansas",25361,1229,1286,1489,1373,1182,1159,1313,1266,1407,1452,1823,1945,1841,1963,1616,1445,780,792
0500000US05025,"Cleveland County, Arkansas",8332,411,492,605,660,429,372,462,439,570,504,625,568,569,562,375,338,168,183
0500000US05027,"Columbia County, Arkansas",23992,1430,1361,1368,2384,2586,1357,1280,1232,1361,1312,1450,1390,1505,1100,1005,830,477,564
0500000US05029,"Conway County, Arkansas",20954,1246,1427,1316,1287,1182,1299,1223,1266,1103,1262,1582,1491,1395,1197,959,665,463,591
0500000US05031,"Craighead County, Arkansas",104246,7282,7597,6749,7645,8379,8631,7139,6928,6643,6039,6195,5777,5563,4569,3327,2361,1850,1572
0500000US05033,"Crawford County, Arkansas",62119,3852,3971,4903,4122,3590,3900,3775,3919,4037,4039,4256,4166,3882,3175,2628,1596,1115,1193
0500000US05035,"Crittenden County, Arkansas",49278,3806,3945,3623,3501,3299,3341,3118,3063,2884,3066,3356,2789,3185,2145,1610,1129,836,582
0500000US05037,"Cross County, Arkansas",17164,1067,1105,1214,1235,991,847,940,1033,1192,1058,1222,1240,995,1023,811,525,389,277
0500000US05039,"Dallas County, Arkansas",7585,367,424,559,514,390,452,309,365,487,471,533,508,646,495,395,261,242,167
0500000US05041,"Desha County, Arkansas",12094,807,780,970,899,657,627,612,674,676,695,838,815,919,640,589,392,215,289
0500000US05043,"Drew County, Arkansas",18620,1137,1217,1013,1725,1881,963,1164,760,1187,1117,1121,1445,839,871,751,607,489,333
0500000US05045,"Faulkner County, Arkansas",121282,7671,8389,7721,10034,13723,9071,8232,7453,7939,7150,7343,6898,5682,4500,3975,2181,1742,1578
0500000US05047,"Franklin County, Arkansas",17803,972,1068,1332,1222,1082,965,1021,899,1164,1121,1243,1074,1304,1008,806,733,443,346
0500000US05049,"Fulton County, Arkansas",12092,584,671,746,686,577,510,563,596,607,786,853,814,1073,1038,715,457,446,370
0500000US05051,"Garland County, Arkansas",97994,5335,6019,5094,5674,5248,5722,5261,5456,5505,6040,6458,7451,6564,6829,5550,4047,2973,2768
0500000US05053,"Grant County, Arkansas",18076,1006,1284,1121,1202,1003,1117,1034,1285,997,1229,1360,1375,987,975,902,606,375,218
0500000US05055,"Greene County, Arkansas",44197,2804,3276,2797,2938,2958,2954,2748,2716,3142,2911,2976,2971,2238,2371,1658,1265,699,775
0500000US05057,"Hempstead County, Arkansas",22154,1629,1497,1723,1442,1422,1175,1150,1310,1299,1298,1552,1384,1474,1283,834,604,495,583
0500000US05059,"Hot Spring County, Arkansas",33480,1716,2024,2042,1868,2073,2276,2177,1863,2030,2229,2448,2317,2380,2270,1434,854,930,549
0500000US05061,"Howard County, Arkansas",13472,858,887,1196,970,623,731,858,903,668,797,1025,799,862,703,598,460,263,271
0500000US05063,"Independence County, Arkansas",37097,2387,2611,2366,2443,2193,2183,2283,2165,2347,2462,2507,2444,2431,2126,1383,1031,868,867
0500000US05065,"Izard County, Arkansas",13521,642,518,816,749,646,671,666,855,623,883,990,1236,874,1150,716,733,458,295
0500000US05067,"Jackson County, Arkansas",17429,1001,977,1014,850,1133,1190,1381,1020,1080,1173,1272,1299,1191,884,787,542,250,385
0500000US05069,"Jefferson County, Arkansas",71373,4275,4334,4725,5079,5222,4752,4396,3757,4428,4253,4956,5667,4172,3760,2950,1918,1106,1623
0500000US05071,"Johnson County, Arkansas",26155,1764,1755,1868,1889,1746,1594,1484,1770,1566,1541,1798,1761,1490,1218,1270,618,555,468
0500000US05073,"Lafayette County, Arkansas",7051,342,475,295,484,367,381,391,295,385,424,552,563,528,492,396,335,215,131
0500000US05075,"Lawrence County, Arkansas",16777,929,897,1232,1183,1150,907,913,847,1057,1027,1211,977,1209,915,886,477,428,532
0500000US05077,"Lee County, Arkansas",9614,499,398,627,431,766,708,619,577,712,688,604,696,579,607,357,318,222,206
0500000US05079,"Lincoln County, Arkansas",13885,597,748,665,661,946,1274,1130,1260,851,1045,1132,694,903,653,474,392,248,212
0500000US05081,"Little River County, Arkansas",12494,633,696,912,674,623,723,726,782,885,705,928,935,785,699,793,417,368,210
0500000US05083,"Logan County, Arkansas",21802,1212,1300,1471,1351,1234,1179,1115,1507,1105,1552,1675,1607,1391,1509,868,690,534,502
0500000US05085,"Lonoke County, Arkansas",71568,4906,5184,5517,4937,4153,5070,5287,4990,4841,4643,4831,4438,3703,3200,2306,1904,882,776
0500000US05087,"Madison County, Arkansas",15907,947,911,1189,1082,864,846,863,812,932,1123,1197,1244,1002,907,839,533,354,262
0500000US05089,"Marion County, Arkansas",16374,723,934,774,762,679,746,716,593,877,943,1226,1344,1634,1449,1251,1019,405,299
0500000US05091,"Miller County, Arkansas",43760,2906,2884,2904,2726,2646,3014,2902,2628,2773,2894,2966,2726,2912,2496,1604,1171,819,789
0500000US05093,"Mississippi County, Arkansas",43534,3130,3231,3188,3126,2956,2924,2720,2266,2895,2690,2943,2745,2713,2321,1202,1052,758,674
0500000US05095,"Monroe County, Arkansas",7420,444,458,366,436,523,332,230,287,570,436,541,543,620,488,430,367,169,180
0500000US05097,"Montgomery County, Arkansas",9059,426,504,435,553,379,347,415,355,537,585,745,683,760,846,443,407,444,195
0500000US05099,"Nevada County, Arkansas",8528,518,612,532,525,486,390,446,480,390,629,616,771,472,557,426,319,235,124
0500000US05101,"Newton County, Arkansas",7898,349,444,482,492,336,372,377,449,365,436,562,622,725,603,563,344,203,174
0500000US05103,"Ouachita County, Arkansas",24378,1557,1418,1669,1521,1379,1308,1205,1291,1484,1478,1766,2119,1652,1444,1082,891,471,643
0500000US05105,"Perry County, Arkansas",10320,605,704,579,641,589,528,534,503,666,689,756,881,694,484,672,285,226,284
0500000US05107,"Phillips County, Arkansas",19518,1426,1204,1636,1362,1408,1096,941,1291,779,1058,1298,1387,1325,1141,767,544,418,437
0500000US05109,"Pike County, Arkansas",10893,619,802,588,703,572,652,555,674,680,699,750,585,912,635,586,461,252,168
0500000US05111,"Poinsett County, Arkansas",24098,1556,1501,1650,1537,1522,1600,1287,1501,1423,1563,1700,1465,1645,1398,1113,741,539,357
0500000US05113,"Polk County, Arkansas",20212,1231,1137,1444,1320,984,1119,1058,951,1191,1175,1414,1249,1567,1372,1197,829,517,457
0500000US05115,"Pope County, Arkansas",63372,3963,4195,4013,5209,6028,4438,3926,3376,3520,3691,4238,4018,3415,3440,1994,1694,1073,1141
0500000US05117,"Prairie County, Arkansas",8309,447,455,502,436,460,425,418,426,454,581,615,665,539,542,490,339,270,245
0500000US05119,"Pulaski County, Arkansas",392848,26948,27555,23335,23355,26880,30296,28801,26414,23851,24009,25844,26427,24243,19672,12753,8467,6471,7527
0500000US05121,"Randolph County, Arkansas",17514,996,1054,1228,1139,933,1083,972,805,1204,1097,1170,997,1347,1162,749,675,452,451
0500000US05123,"St. Francis County, Arkansas",26688,1689,1484,1728,1586,1717,1859,2015,1836,1979,1645,1799,1958,1496,1435,914,818,402,328
0500000US05125,"Saline County, Arkansas",116252,6928,7696,8236,7346,6002,7190,7778,8291,8008,7117,7867,7248,7037,6479,5342,3575,2424,1688
0500000US05127,"Scott County, Arkansas",10584,675,764,699,699,604,613,539,464,668,702,769,782,554,657,555,367,174,299
0500000US05129,"Searcy County, Arkansas",7925,362,367,572,397,386,461,372,455,377,451,551,490,713,713,418,410,256,174
0500000US05131,"Sebastian County, Arkansas",127362,8410,8971,8386,8572,8732,8606,8052,7721,8180,8085,8788,8052,7949,6577,4532,3408,2349,1992
0500000US05133,"Sevier County, Arkansas",17206,1398,1433,1380,1200,1155,1072,959,1092,1129,1124,1029,969,857,883,584,391,283,268
0500000US05135,"Sharp County, Arkansas",17041,855,1064,1042,1006,757,815,754,888,786,1018,1232,1337,1121,1167,1372,774,592,461
0500000US05137,"Stone County, Arkansas",12443,568,632,784,683,649,570,527,709,530,657,893,1091,938,849,990,714,464,195
0500000US05139,"Union County, Arkansas",40022,2658,2814,2524,2457,2305,2285,2703,2392,2289,2422,2810,2683,2966,2154,1653,1369,788,750
0500000US05141,"Van Buren County, Arkansas",16751,792,997,960,907,774,803,853,935,784,1036,1155,1236,1322,1394,943,772,422,666
0500000US05143,"Washington County, Arkansas",223683,16032,15761,15228,18362,23685,17487,16682,14603,14443,12293,12600,11816,10313,8275,6285,4210,2709,2899
0500000US05145,"White County, Arkansas",78706,5134,5265,5072,5974,6575,5164,4904,4613,4393,4926,5479,4950,4173,3968,3036,2179,1469,1432
0500000US05147,"Woodruff County, Arkansas",6763,389,490,344,349,364,380,274,387,373,438,486,514,512,535,332,256,177,163
0500000US05149,"Yell County, Arkansas",21601,1379,1369,1633,1521,1153,1224,1134,1471,1226,1319,1718,1563,1318,893,1076,619,532,453
0500000US06001,"Alameda County, California",1629615,97762,97447,94735,94499,106023,131990,133457,120954,120662,113111,112672,106027,91583,72682,49038,33736,25021,28216
