state,county,year,age_25-29,age_35-39,age_40-44,age_45-49,age_50-54,age_55-59,age_60-64,age_65-69,age_70-74,age_75-79,age_80-84,age_85-89,age_90-94,age_95-99,over_100
Texas,Harris,2019,,,,16,23,25,42,43,43,56,48,61,38,30,
Texas,Harris,2020,,,,,18,33,36,50,61,57,57,43,34,18,
Texas,Hidalgo,2017,,,,,,,10,,,,,13,,,
Texas,Hidalgo,2018,,,,,,,,,,13,11,15,12,,
Texas,Hidalgo,2019,,,,,,,,,11,11,12,,,,
Texas,Hidalgo,2020,,,,,,,,19,,11,13,12,,,
Texas,Johnson,2018,,,,,,,,,12,,,,,,
Texas,Midland,2018,,,,,,,,,,,,10,,,
Texas,Montgomery,2018,,,,,,,,10,,10,,,,,
Texas,Montgomery,2019,,,,,,,,,,,10,10,,,
Texas,Montgomery,2020,,,,,,,,,10,11,,11,,,
Texas,Nueces,2017,,,,,,,,,,,,10,,,
Texas,Nueces,2019,,,,,,,,,,12,,,,,
Texas,Tarrant,2017,,,,,,12,14,20,19,19,38,20,26,11,
Texas,Tarrant,2018,,,,,10,,10,23,29,20,37,37,29,18,
Texas,Tarrant,2019,,,,,,14,,19,30,19,28,24,24,13,
Texas,Tarrant,2020,,,,,13,10,25,22,25,33,33,36,16,,
Texas,Travis,2017,,,,,,,,,,,,15,,,
Texas,Travis,2018,,,,,,,,,14,,17,10,10,,
Texas,Travis,2019,,,,,,,,,,,,15,14,,
Texas,Travis,2020,,,,,,,12,,,11,10,14,,,
Texas,Williamson,2018,,,,,,,,,,,,16,10,,
Texas,Williamson,2020,,,,,,,,,,10,,11,,,
Utah,Salt Lake,2017,,,,,,,,10,,,11,11,17,,
Utah,Salt Lake,2018,,,,,,,,,,13,18,16,15,,
Utah,Salt Lake,2019,,,,,,,,,10,,,15,,,
Utah,Salt Lake,2020,,,,,,,,,10,13,,11,,,
Utah,Utah,2020,,,,,,,,,,,,10,,,
Utah,Weber,2018,,,,,,,,,,,,10,,,
Virginia,Arlington,2017,,,,,,,,,,,,,,10,
Virginia,Fairfax,2017,,,,,,,,,,16,19,22,21,16,
Virginia,Fairfax,2018,,,,,,,12,,,,17,15,18,10,
Virginia,Fairfax,2019,,,,,,,,,11,10,11,11,18,14,
Virginia,Fairfax,2020,,,,,,,,,,12,11,10,11,12,
Virginia,Henrico,2017,,,,,,,,,,,,10,12,,
Virginia,Henrico,2018,,,,,,,,,,,,,15,,
Virginia,Henrico,2020,,,,,,,,,,,,12,,,
Virginia,Loudoun,2020,,,,,,,,,,,,,10,,
Virginia,Prince William,2018,,,,,,,,,,,,10,,,
Virginia,Prince William,2019,,,,,,,,,,,,10,10,,
Washington,Clark,2017,,,,,,,,,,,,,14,,
Washington,King,2017,,,,,,,12,16,10,28,29,53,52,26,13
Washington,King,2018,,,,,,,13,21,,17,22,25,42,29,
Washington,King,2019,,,,,,,,13,16,10,27,26,27,24,
Washington,King,2020,,,,,,,17,11,20,16,23,29,28,17,
Washington,Kitsap,2017,,,,,,,,,,,,,10,,
Washington,Pierce,2017,,,,,,,13,10,11,12,13,19,14,,
Washington,Pierce,2018,,,,,,,,11,11,13,17,12,19,,
Washington,Pierce,2019,,,,,,15,,,11,13,,21,11,,
Washington,Pierce,2020,,,,,,,,,14,,17,16,,,
Washington,Snohomish,2017,,,,,,,,14,,15,18,23,13,11,
Washington,Snohomish,2018,,,,,,,,,,14,10,13,11,,
Washington,Snohomish,2019,,,,,,10,,,,10,,,,,
Washington,Snohomish,2020,,,,,,,,,10,,,10,,,
Washington,Spokane,2017,,,,,,,,,,,12,12,14,,
Washington,Spokane,2018,,,,,,,10,,13,,11,14,23,,
Washington,Spokane,2019,,,,,,,,,,,10,15,14,,
Washington,Spokane,2020,,,,,,,10,11,,10,,,,,
Washington,Whatcom,2017,,,,,,,,,,,,10,,,
West Virginia,Kanawha,2017,,,,,,,,,,10,,11,,,
West Virginia,Kanawha,2018,,,,,,,,10,,,,,,,
West Virginia,Kanawha,2020,,,,,,,,,,10,,,,,
West Virginia,Wood,2018,,,,,,,,,,11,,,,,
Wisconsin,Brown,2020,,,,,,,,,,,,,10,,
Wisconsin,Dane,2017,,,,,,,,,,,,14,11,,
Wisconsin,Dane,2018,,,,,,,,,,,,,14,,
Wisconsin,Milwaukee,2017,,,,,,,,,,19,,27,20,,
Wisconsin,Milwaukee,2018,,,,,,,,15,13,12,18,34,31,,
Wisconsin,Milwaukee,2019,,,,,,,,13,,11,,14,10,11,
Wisconsin,Milwaukee,2020,,,,,,12,,,10,,17,16,18,,
Wisconsin,Outagamie,2018,,,,,,,,,,,,12,,,
Wisconsin,Racine,2017,,,,,,,,,,,,14,,,
Wisconsin,Washington,2018,,,,,,,,,,,,,11,,
Wisconsin,Waukesha,2017,,,,,,,,,,11,,28,17,,
Wisconsin,Waukesha,2018,,,,,,,,,,,19,15,17,10,
Wisconsin,Waukesha,2019,,,,,,,,,,,10,,,,
Wisconsin,Waukesha,2020,,,,,,,,,,,,10,14,,
